Affx-92047866A	Affx-92047866A.1	Affx-92047866B	Affx-92047866B.1
1433.22	1671.9	1865.04	8388.69
1426.44	2044.33	1863.36	8483.17
1378.99	1597.66	1646.3	7293.24
1229.55	2007.21	1786.19	8271.17
1394.38	1589.86	2005.76	7882.63
1373.34	1658.01	2311.81	9082.95
1498.09	1569.66	2555.5	9351.75
1755.69	1804.79	1518.89	14586.46
1487.99	1864.57	1920.94	8045.16
1438.03	1771.62	1743.28	8663.86
1339.72	1881.68	1850.54	9124.01
1320.73	1691.24	1625.19	7919.25
1319.8	1693.7	1660.41	6832.21
1277.77	1814.47	1555.95	7968.6
1226.97	1840.46	1422.37	7133.27
1435.43	1903.17	1647.81	8059.04
1411.93	1783.78	1564.25	7956.32
1392.65	1834.76	2100.28	9123.41
1501.74	1676.46	2357.58	7598.25
1477.41	1882.05	1758.46	10072.88
1378.34	1970.67	2413.47	10161.81
1379.61	1875.0	2101.0	8274.09
1446.26	1667.53	1894.26	6229.92
1334.95	1865.42	1656.07	8071.85
1386.85	1650.26	1242.19	8210.16
1323.41	1891.86	1326.79	8646.99
1465.38	1709.19	1565.75	8622.14
1388.75	1685.1	1550.72	9038.28
1371.69	1612.26	2039.01	7580.57
1492.68	1595.75	2192.76	8634.63
1638.23	1648.82	2303.93	7192.49
1377.02	1715.13	1866.81	10096.57
1417.89	1780.87	1651.15	8228.55
1508.22	2064.39	1600.91	9209.4
1293.71	1678.06	1809.35	8468.44
1334.07	1647.06	1697.66	7742.74
1376.13	1830.14	1759.29	7557.77
1286.51	1839.94	2040.0	8166.73
1361.96	1707.3	1578.22	8717.82
1445.8	2303.4	1521.72	3059.94
1514.18	1990.23	1968.43	8878.49
1526.74	1766.1	2277.38	8871.58
1790.17	2023.53	3336.53	13609.06
1711.01	1676.81	1989.57	9766.76
1414.93	1995.37	1828.59	10077.33
1244.62	1952.77	1934.67	10360.05
1337.27	1500.62	1784.53	10573.62
1425.05	1781.62	2248.31	7478.36
1283.92	1873.55	1440.08	7362.72
1390.97	1869.51	1805.32	6855.6
1170.25	1810.09	1432.7	7518.34
1524.5	2101.78	1971.77	6920.03
1277.27	1583.58	1917.82	7575.15
1739.26	2008.11	2763.98	10251.42
1706.57	2226.4	2530.14	9606.27
1609.21	1664.83	2378.97	10235.61
1405.33	1719.64	1684.93	7742.59
1524.46	1713.5	2022.7	7535.43
1450.75	1925.0	1952.5	8748.34
1424.01	1797.21	1709.74	9641.85
1488.62	1759.92	2068.18	9867.17
1413.79	1816.09	2009.21	9468.8
1669.5	1634.78	2293.28	10636.71
1408.61	1892.34	1959.82	9096.25
1589.33	1723.3	2229.98	8339.04
1767.05	2028.07	2733.12	7158.51
1542.67	1802.35	2027.14	8198.51
1454.12	1871.21	2105.09	8429.61
1633.93	2125.07	2293.13	8411.55
1440.28	1896.79	1894.05	7512.7
1375.36	1634.04	1939.62	8211.11
1541.82	1698.2	1991.72	6900.99
1451.69	1903.23	1922.46	8063.01
1562.59	1874.37	2193.32	8048.65
1520.83	1654.39	1721.48	8364.42
1472.33	1749.75	1904.41	11162.06
1656.78	1557.85	2280.15	8049.46
1641.78	2016.91	2516.42	9252.27
1479.4	1641.3	2123.11	9688.0
1558.7	1690.81	2159.51	9036.06
1372.8	1597.56	1947.99	8854.76
1454.28	1708.93	2182.84	9475.0
1453.81	1644.96	2169.36	7658.14
1470.55	1658.32	2027.53	7720.81
1605.73	1793.66	2013.04	7208.77
1334.41	1718.27	1949.72	8076.94
1517.92	1501.85	2204.98	8269.24
1481.93	1468.96	1861.73	8287.6
1526.4	1692.57	2366.37	7428.6
1267.69	1530.2	1725.18	6464.42
1156.7	1640.0	1778.55	6541.26
1180.01	1561.3	1571.16	8018.17
1128.93	1924.33	1515.84	7581.91
1221.86	1652.73	1413.41	7555.44
1295.93	1631.93	1480.21	10139.33
1220.28	1548.95	1389.15	7179.11
1069.95	1715.99	1442.02	6425.79
1156.2	1764.39	1311.76	7235.87
1154.89	1587.46	1296.49	6102.8
1258.5	1829.47	1738.12	8620.48
1380.02	1624.59	1992.82	8880.31
1152.79	1624.83	1179.35	6352.42
972.83	1709.98	1311.95	8597.53
1145.1	1697.89	1608.29	7289.65
911.72	1535.89	1276.53	6569.97
930.45	1578.46	1172.98	9041.9
964.62	1500.43	1201.96	6586.47
1125.04	1595.73	1399.44	6875.68
940.51	1577.83	1235.25	7471.25
1243.86	1780.05	1648.34	8357.92
1253.32	1621.7	1422.03	7214.98
1444.62	1841.29	1419.43	6728.85
1432.21	1743.22	2037.39	7418.31
1123.68	1707.98	1461.48	7533.65
955.69	1475.38	1280.08	6571.59
1236.75	1780.2	1613.16	5993.27
1052.42	1430.6	1310.32	7953.24
1134.98	1460.6	1274.55	5854.65
1128.73	1677.53	1146.47	6735.63
1262.18	1805.85	1475.46	7059.42
1006.95	1666.67	1085.21	7758.88
1206.05	1636.74	1250.35	7202.23
1259.97	1742.37	1508.35	8015.11
1401.63	1712.98	1921.7	10536.79
1448.8	1688.11	1473.85	7486.56
1098.37	1461.1	1197.29	8042.6
1152.9	1531.83	1336.77	6128.56
1030.29	1627.18	1142.77	7674.27
1105.31	1584.81	1136.46	7718.19
1185.26	1697.5	1177.05	7200.29
1209.33	1774.97	1418.46	6032.27
1116.71	1621.5	1335.6	7638.91
1057.48	1585.27	1218.72	7209.05
1274.76	1477.07	1247.67	7215.54
1316.57	1974.65	1495.21	8712.38
1346.34	1647.82	1848.95	10443.82
1478.94	1604.11	1777.74	6945.17
1084.86	1744.4	1354.09	7363.99
1084.77	1667.41	1333.31	5959.0
999.53	1669.02	1123.76	6991.57
1242.62	1499.4	1257.19	6295.86
1216.63	1582.31	1281.41	7012.98
1125.96	1593.63	1098.33	6786.91
984.05	1841.26	1267.45	8414.63
1119.38	1759.66	1119.69	7217.04
1449.03	1738.28	1502.64	7279.91
1212.3	1594.62	1344.89	8731.92
1306.21	1456.89	1444.35	8164.34
1104.32	1674.49	1519.1	8583.39
1176.37	2361.26	1275.36	1208.84
1296.68	1705.85	1687.52	3928.17
1192.15	1691.26	1450.45	6292.04
1356.06	1587.38	1705.4	6817.2
1344.95	1660.77	1838.3	7470.52
1297.66	1638.21	1600.03	9369.91
1113.42	1797.7	1453.58	6924.18
1160.8	1582.59	1488.49	5071.33
1326.75	1722.13	1311.44	7108.32
1353.94	1587.32	1591.21	9886.12
1530.68	1702.64	1989.87	7355.74
1160.78	1518.47	1617.87	7279.22
1227.18	1681.42	1317.7	7673.49
1380.36	1593.37	1505.81	6744.07
1272.96	1515.63	1273.98	7096.82
1167.29	1682.43	1469.29	6351.91
1222.08	1679.62	1405.11	7093.78
1153.44	1688.99	1411.92	7069.58
1180.42	1492.29	1526.57	5089.69
1310.76	1640.99	1427.03	7268.16
1216.95	1599.72	1538.19	9392.01
1387.68	1625.51	1891.82	9090.41
1330.46	1726.09	1510.68	6723.66
1118.98	1512.43	1188.0	7206.86
1120.09	1634.9	1439.78	6939.37
1173.35	1522.39	1535.43	6359.51
1001.56	1607.29	1327.85	6092.52
1181.44	1548.92	1467.38	6420.83
1194.98	1686.13	1602.97	6944.4
1397.23	1672.15	1567.02	6074.03
1258.75	1586.69	1421.38	7771.63
1210.79	1623.47	1546.74	6539.83
1223.57	1577.38	1421.01	5763.88
1337.15	1939.54	1604.02	7891.58
1306.16	1536.25	1563.22	7186.55
1247.77	1468.35	1494.0	6828.13
1208.21	1999.91	1462.86	8004.42
1257.92	1581.49	1556.61	6700.97
1226.01	1718.44	1366.59	6505.99
1304.61	1625.11	1531.01	5494.7
1255.03	1707.68	1557.28	8421.71
1245.74	1508.84	1446.46	6407.63
1255.71	1659.81	1754.58	7695.89
1643.43	1983.56	2307.76	8982.87
1575.73	1863.72	2099.65	7926.63
1145.85	1549.68	1822.48	7431.83
1228.72	2100.31	1696.86	10327.46
1469.56	1826.7	1493.01	8253.32
1219.29	1762.04	1554.95	9605.82
1105.54	1492.74	1181.85	8255.73
1368.93	1517.33	1427.87	9223.17
1293.47	1484.61	1597.12	7311.21
1192.12	1746.22	1782.22	7825.91
1177.93	1760.46	1659.71	8143.81
1383.93	1858.4	1526.66	9434.62
1698.94	1896.6	2120.82	8832.32
1318.5	1638.92	1740.06	9610.53
1239.9	1611.14	1558.35	9711.16
1140.67	1570.1	1438.87	8884.51
1199.18	1681.84	1511.57	8940.46
1199.47	1617.39	1367.97	8009.86
1164.82	1725.88	1324.45	7752.61
1078.92	1393.61	1240.21	7253.24
1263.53	1791.25	1406.4	8199.06
1255.31	1682.54	1612.34	7140.75
1189.22	1677.03	1189.6	9146.38
1516.79	1750.24	1946.26	9919.87
1393.38	1663.54	1986.92	9454.84
1440.11	1986.63	2551.23	8711.44
1105.89	1584.59	1492.88	7664.66
1334.59	1856.42	1725.66	6169.2
1307.49	1715.6	1706.3	9965.96
1076.17	1633.83	1460.27	6932.31
1195.78	1713.59	1384.74	7157.46
1192.3	1791.58	1432.66	7756.74
1110.04	1714.14	1521.12	7585.44
1143.42	1812.52	1563.56	7504.63
1222.81	1686.49	1531.14	8658.32
1403.79	1833.14	1828.91	11166.93
1485.83	1818.67	2341.16	8831.16
1287.37	1603.39	2138.62	8296.43
1123.62	1847.0	1632.02	9517.14
1270.78	1885.02	1488.43	11903.66
1321.1	1702.0	1534.87	5854.29
1105.88	1589.09	1258.85	7085.43
1228.14	1709.66	1151.24	7272.99
1261.09	1755.19	1478.34	7540.65
1173.46	1551.96	1557.43	7912.68
1258.64	1460.39	1528.34	9281.8
1463.93	1662.99	1556.62	8880.81
1426.98	1669.02	1639.07	9131.93
1222.7	1461.09	1629.25	8461.12
1897.04	9079.03	1068.38	805.86
1305.49	1752.96	1456.21	8204.07
1274.46	1706.5	1517.24	7372.81
1167.68	1490.14	1366.53	7857.99
1338.92	1455.06	1246.5	8241.61
1290.43	1561.56	1480.8	7847.34
1306.15	1510.95	1814.68	6852.55
1359.05	1662.01	1503.7	8046.56
1306.27	1683.75	1396.64	7130.87
1696.28	1988.35	2700.96	14972.1
1548.63	1704.91	1862.16	9773.77
2084.96	11127.66	932.52	809.97
1340.75	1793.01	1660.71	7920.45
1250.81	1562.99	1331.93	7018.96
1262.14	1793.82	1653.38	10078.54
1223.93	1633.75	1383.55	7215.08
1274.81	1714.97	1425.13	7407.33
1186.05	1660.61	1410.31	9335.91
1140.39	1756.24	1772.8	7492.17
1535.52	1867.52	1563.13	10005.84
1160.17	1828.71	1687.11	10000.26
1472.06	1814.15	1389.51	7044.91
1560.16	2003.33	2013.61	8047.28
1660.82	1711.01	2445.62	10060.01
1193.21	1633.49	1591.61	7360.32
1361.11	1727.04	1565.68	6953.07
1275.36	1704.83	1676.09	6306.77
1235.47	1777.66	871.54	9016.87
1354.1	1794.5	1707.35	7262.52
1206.7	1605.72	1434.54	7019.9
1521.82	1712.38	1873.68	8189.58
1211.18	1617.68	1798.43	7540.68
1206.15	1681.53	1575.85	7539.8
1496.15	1710.49	2033.2	8423.81
1542.11	1751.05	2257.81	8327.22
1331.92	1642.02	2229.08	6624.92
888.16	1723.38	1175.05	7364.55
1244.07	1724.88	1488.24	6772.54
1053.44	1816.68	1233.28	7699.83
1032.09	1680.9	792.9	8996.91
1263.97	1892.52	1196.65	5146.56
866.68	1950.77	1182.48	6699.3
1155.6	1912.07	1419.27	5473.14
1083.01	2037.82	1518.1	6718.35
1206.35	2185.92	1637.71	4620.33
1756.92	9072.39	1027.76	1610.8
1338.99	1648.37	1561.77	8994.1
1140.99	1654.46	1132.49	6220.31
1130.96	2319.27	1685.31	7544.96
1196.03	2063.89	1290.9	6566.26
1058.21	1720.49	1159.59	6751.81
871.65	2005.23	1174.3	6513.88
1209.47	1706.74	850.49	4882.86
932.01	3054.57	975.62	1378.66
1034.08	1829.85	1308.32	6051.32
1040.96	2035.23	1446.6	7340.22
1138.94	1831.02	1458.99	8169.37
1365.89	1910.8	1972.8	7377.86
1172.21	2019.46	1312.37	6787.8
1046.33	1495.03	1249.34	6211.14
1212.89	1675.06	1337.69	6110.17
1113.36	1685.74	1032.3	5788.88
899.01	1763.28	1143.61	8184.91
962.05	1848.6	1138.16	5747.52
1146.94	735.4	1151.3	1901.19
1124.7	1852.53	1349.54	7528.47
1052.81	1914.36	1258.76	6836.99
1199.93	1884.49	1264.4	6990.23
1249.2	1694.31	1593.39	7283.87
1421.34	1675.84	1732.46	5941.01
1090.62	1836.92	1323.83	8647.41
1093.79	1551.28	1142.74	4624.5
978.18	1796.54	932.54	8202.35
929.51	1757.48	1178.02	8146.73
1100.88	1575.09	1096.49	5863.89
1007.99	2018.82	1114.73	9196.65
1060.11	1679.04	1226.64	5556.98
1191.67	1577.66	1155.34	4805.69
984.83	1604.41	1137.43	5679.63
1714.09	1819.26	2291.18	6297.4
1400.57	2008.26	1510.78	6931.07
1587.99	1819.49	1615.14	7144.26
994.43	1691.78	1165.86	6810.91
1118.61	1784.9	1032.37	6449.25
968.95	2683.17	1136.14	1889.43
909.04	1718.99	1401.04	4891.71
919.42	1711.88	1233.99	5346.32
1134.72	1717.79	1394.05	7330.08
1093.55	1623.43	1304.38	6399.68
1190.51	1949.39	1091.28	11141.32
1228.92	1887.35	1457.27	5905.23
1045.42	1693.26	1344.17	8579.77
1120.32	1534.19	1339.79	8111.31
1023.69	1847.32	1371.43	7568.63
979.83	1717.35	1305.59	6000.8
1014.94	1664.13	1241.18	5360.36
860.55	1743.9	1263.4	5612.48
1291.02	1618.26	1387.91	5224.63
1117.99	1702.26	1618.01	7457.5
1025.0	1833.39	1316.71	5494.7
1128.84	1508.19	1189.83	5758.88
1197.92	1937.02	1552.41	4988.2
1193.39	1951.12	1444.62	5574.52
1328.47	1734.28	1463.6	8536.31
1282.11	1671.71	1569.76	8048.7
1162.37	1684.07	1611.73	5354.35
1110.96	1641.08	1329.09	6169.81
1077.12	1745.42	1364.79	7411.16
926.92	2040.47	1220.34	5703.89
997.14	1557.27	1116.95	5873.71
1112.12	1945.93	1485.92	6350.9
1235.67	1676.91	1272.44	7919.98
1150.18	1821.75	1286.97	6180.41
790.03	1544.39	950.89	5560.41
1269.2	1779.41	1403.96	8026.26
1357.64	2019.6	1866.4	6329.89
1251.43	2067.9	1617.53	7093.95
1195.82	1857.19	1502.12	5563.7
1165.02	1980.69	1291.03	5716.67
1098.45	1671.99	1115.41	7180.52
1262.33	1527.73	1353.77	5701.88
1301.38	1871.31	1232.08	6395.6
927.26	1608.46	1282.61	6422.86
1307.83	1638.44	1475.72	7535.66
1144.25	1564.83	1461.12	6315.68
1019.16	1713.56	1317.94	6781.46
1139.12	1563.66	1482.72	8375.13
1482.83	1924.18	1734.68	10742.99
1395.77	1786.52	1423.52	5771.37
1168.95	1759.78	1548.74	7260.23
1297.15	1936.66	1572.93	8488.21
1092.82	1854.95	1333.55	7555.65
1096.76	1629.32	1432.48	7569.25
1117.9	1915.72	1497.18	7159.62
1001.0	1893.02	1327.93	7385.59
1018.84	1734.77	1396.2	6523.28
1029.43	1805.58	1552.5	5945.26
1205.53	1893.63	1514.83	8963.15
1325.7	1748.39	1779.41	5147.86
1121.62	1669.32	1259.62	8488.12
991.46	2138.96	1270.22	6785.84
1044.03	1959.36	1217.39	5963.36
1044.62	2107.06	1231.26	7653.85
1034.96	1754.69	1331.76	6408.73
1059.34	1913.86	1207.95	7057.56
1087.19	1762.5	1316.02	8323.18
983.7	2116.81	1133.51	4918.74
875.88	1748.66	1192.71	8157.96
1392.28	2231.73	1810.35	8791.33
1284.61	1810.44	1527.61	8051.08
1446.96	1734.14	1743.67	6393.17
1247.47	1936.38	1349.8	7555.09
1073.05	1740.65	1190.99	8828.13
1158.5	1938.48	1357.69	7482.68
1137.48	1774.58	1288.34	5241.26
1090.76	1902.95	1402.06	7015.62
918.44	2186.99	1398.29	5764.57
1007.48	2004.41	1234.08	7818.63
1002.25	1974.43	1234.16	5849.12
955.68	1730.82	1088.03	6511.42
1600.38	2025.48	1821.11	7585.35
1128.82	1691.94	1389.93	7811.99
1262.4	1937.24	1616.86	8117.49
1074.09	1695.44	1319.59	6178.67
1142.12	1583.26	1196.19	4615.39
1058.35	1672.68	1664.13	6840.32
1004.71	1815.07	1088.12	7781.59
967.61	1458.51	1528.28	6856.02
1017.04	1701.78	1024.35	5666.09
1209.23	1979.92	1618.32	5791.73
1025.87	1507.22	1036.92	6459.12
1000.76	1556.0	1019.73	6182.23
1734.09	1958.77	1736.39	8569.24
1250.47	1698.92	1525.64	7617.01
1683.31	1565.17	2072.6	4755.6
1138.3	1891.71	1359.05	7664.37
1247.99	2021.58	1335.2	7984.95
1102.94	1756.16	1392.84	7115.6
988.21	1579.89	1018.11	5220.31
1120.21	1941.46	1312.51	6354.99
1233.88	1923.8	1404.43	6265.1
939.85	1681.54	1148.2	6472.15
1025.38	1655.98	1317.33	6018.09
1069.95	1804.39	1169.04	6437.93
1217.69	2028.34	1665.39	6279.88
1032.63	1842.52	1658.36	5406.0
1179.94	2125.56	1417.05	7580.16
1284.99	1983.86	1632.71	7576.97
1271.12	1861.53	1556.36	5577.1
1017.66	2140.83	1511.66	7454.13
1184.95	1881.45	1508.01	6887.28
1237.99	1965.18	1307.42	6143.18
1511.6	2193.11	1780.4	5750.2
1304.77	2016.34	1611.37	7055.87
1260.93	1793.83	1354.28	6850.36
1414.59	2061.29	1910.69	7951.61
1386.04	1836.35	2339.1	8748.66
1649.39	1946.98	2570.95	8014.75
1082.59	1863.68	1637.67	5351.04
1214.19	1845.3	1539.91	6922.65
1102.79	1904.14	1271.9	5737.13
1078.23	1731.42	1275.83	5264.0
1162.97	1726.6	1409.3	5952.0
1092.58	1623.9	1358.85	6513.33
1124.24	1988.56	1332.46	6622.12
948.37	1750.83	1359.09	7845.56
1176.16	1946.62	1461.52	5849.8
1432.58	1718.59	2017.67	9919.03
1485.44	1899.13	1874.61	5576.65
1407.47	2073.11	1691.17	8614.07
1107.26	1727.76	1157.35	6304.94
1151.72	2046.21	1741.2	5588.78
1189.35	1760.1	1502.07	6311.43
1101.48	1689.78	1443.07	5955.08
1057.61	1615.44	1263.57	7751.86
1213.34	2008.89	1588.68	6334.48
1112.81	1829.98	1339.8	5960.16
1076.66	1828.76	1377.45	5665.26
1262.87	1604.47	1364.36	6449.5
1352.36	1862.86	1888.58	8398.72
1304.79	1948.22	1563.37	8621.19
1614.3	2093.25	2209.11	14128.12
1508.47	1783.01	2183.96	10351.49
1457.24	1822.57	1743.34	8966.1
1360.03	1857.88	1775.32	9493.72
1175.75	1694.93	1513.41	9567.73
1363.91	1646.04	1879.63	8917.75
1312.17	1814.4	1843.96	9987.53
1338.71	1868.55	1658.12	8501.41
1277.41	1764.16	1589.1	10514.16
1219.16	1930.09	1392.02	9887.4
1072.21	1763.32	1648.9	6260.06
992.4	1650.38	1228.44	9094.41
1180.58	1865.75	1159.78	7448.46
1274.1	1658.0	1716.15	8204.82
1311.8	1975.22	1637.16	8285.11
1407.08	1886.91	1622.41	12619.65
1428.3	1726.72	1962.59	9792.79
1184.84	1963.61	1779.04	9254.09
1195.32	1843.29	1741.98	8082.92
1129.62	1620.12	1455.41	7035.6
1205.01	1864.64	1445.47	8638.84
1153.02	1774.65	1386.58	8929.67
1219.79	1788.41	1398.45	9038.51
1190.7	1612.52	1782.06	9606.02
1246.39	1777.01	1715.58	9593.23
1356.84	1515.74	1946.2	10867.09
1365.65	2108.59	2180.54	8578.7
1281.09	1991.86	1526.55	10165.68
1218.14	1976.98	1468.29	8106.83
1206.21	1631.64	1367.66	8388.67
1248.95	1877.71	1355.98	9242.69
994.31	1682.63	1377.74	8572.26
1171.98	1720.17	1507.86	8563.4
1187.72	1782.77	1217.54	6408.72
1201.17	1678.44	1442.38	8836.9
1026.7	1894.56	1402.88	8677.07
1317.14	2059.31	1963.82	9624.07
1981.14	2007.59	2823.8	11338.13
1245.23	1672.87	1627.86	6787.11
1041.03	1645.01	1667.01	7929.65
1286.67	1793.13	1481.12	6700.05
1090.28	1540.93	1365.23	9790.71
1106.4	1982.69	1206.77	7673.81
1146.44	1674.73	1411.14	10535.13
1247.37	1538.81	1276.11	8116.34
1218.94	1624.29	1415.59	8178.67
1244.2	1788.82	1810.0	7914.95
1434.1	1490.74	2513.58	7412.61
1186.78	1897.31	1838.75	12295.2
1214.03	1711.81	1605.91	8384.94
1270.17	1739.32	1905.38	8919.0
1287.41	1822.57	1836.36	8019.55
1124.54	1800.73	1632.12	8999.38
1253.94	1712.33	1396.8	8124.37
1200.56	1680.56	1622.78	8320.98
1225.01	1617.03	1365.29	7474.73
1489.75	1736.87	2583.15	9099.11
1509.96	1846.3	2072.39	8025.87
1222.91	1856.7	1533.74	7605.15
1203.99	2221.4	1854.61	9943.07
1262.54	1987.51	1551.77	9033.36
1838.86	11100.65	772.87	795.86
1368.42	1930.45	1503.47	6960.71
1084.81	1805.95	1470.56	7266.25
1188.33	1842.01	1575.04	8559.72
1305.76	1755.15	1298.26	8087.68
1394.92	1634.59	1628.27	9335.18
1522.9	1799.84	2085.88	9995.0
1385.22	1780.07	1898.59	9825.29
1301.25	2057.48	1604.5	8329.04
1276.4	1782.05	1702.96	7778.26
1265.19	1849.69	1819.94	9005.64
1197.01	1666.71	1757.09	7047.42
1282.4	1524.86	1657.52	8822.15
1527.13	1914.53	2535.8	8218.36
1564.02	1896.82	1797.93	4418.52
1429.73	1551.14	1748.16	5284.04
1214.72	1503.6	1463.38	4231.82
1382.55	1536.07	1762.85	5058.29
1456.3	1556.45	1862.56	4728.74
1387.97	1741.24	1768.35	4827.15
1358.14	1595.12	1560.82	4609.01
1352.53	1427.73	1587.75	4331.6
1344.3	1454.61	972.73	5104.66
1473.34	1620.67	1648.66	3973.32
1385.02	1445.55	1884.58	5226.48
1305.44	1544.75	1600.15	4080.05
1404.93	1615.55	1807.95	3590.09
1284.01	1504.16	1659.55	5395.54
1283.22	1486.55	1438.1	4527.8
1375.94	1415.73	1694.65	4565.35
1379.71	1445.39	1627.47	3607.22
1336.08	1453.84	1685.86	3720.34
1338.05	1594.08	1603.15	3445.46
1627.8	1564.25	1983.8	5014.25
1328.22	1615.8	1821.49	4891.19
1419.89	1558.71	1695.06	6508.8
1111.9	1661.02	1706.34	4238.96
1193.1	1583.4	1359.5	4141.62
1284.73	1707.63	1647.31	4127.54
1181.05	1340.15	1271.04	3886.6
1180.49	1578.52	1528.42	4544.78
1171.5	1554.58	1454.46	4634.91
1261.17	1717.78	1311.11	4296.96
1171.83	1164.74	1422.28	3596.4
1374.65	1501.35	1414.33	3176.9
1409.1	1567.98	1792.23	3942.21
1424.95	1607.98	1974.41	3778.07
1430.74	1537.3	1825.88	4532.79
1199.22	1553.38	1562.12	4234.81
1471.95	1634.08	1662.09	3642.31
1453.94	1517.88	1628.77	5308.25
1280.25	1639.08	1618.43	4191.5
1327.07	1545.8	1907.38	4061.98
1275.93	1508.55	1589.95	4561.93
1268.38	1534.96	1439.13	3883.42
1424.43	2791.4	1593.87	1409.83
1479.91	1625.75	1929.68	4279.56
1379.24	1539.15	1839.7	5714.96
1313.13	2206.59	1161.77	1288.89
1445.6	1694.25	1709.49	4838.16
1326.1	1775.26	1706.13	4189.06
1298.64	1570.22	1476.96	4295.93
1229.64	1477.58	1455.81	4635.12
1297.65	1549.33	1531.71	4182.42
1350.0	1545.18	1505.71	3782.5
1469.84	1557.97	1860.09	4557.55
1310.35	1718.09	1911.27	4742.19
1306.33	1638.0	1733.89	4545.58
1356.72	1400.33	1645.61	5614.36
1272.41	1652.0	1552.03	4112.69
1322.63	1544.39	1664.54	4999.68
1378.68	1619.06	1566.6	4662.1
1277.22	1367.09	1718.01	3750.2
1295.65	1470.48	1467.04	3548.75
1424.29	1574.75	1790.14	4130.26
1526.82	1827.35	1766.77	3710.33
1487.05	1485.08	2182.79	4225.17
1430.45	1463.19	1687.97	4503.14
1369.72	1680.46	1680.28	4191.73
1381.68	1472.45	1786.67	4441.94
1275.97	1704.21	1473.93	4199.4
1350.93	1471.67	1432.11	4498.79
1385.13	1565.27	1703.27	3566.43
1478.78	1564.34	2041.59	4702.11
1451.68	1588.27	1621.55	4097.91
1321.17	1401.13	1609.77	4109.21
1413.29	1621.83	2060.0	4507.81
1674.94	1562.61	2050.4	4572.96
1551.22	1755.51	1999.12	5363.08
1421.4	1597.62	1589.2	4335.27
1394.3	1517.47	1661.0	5486.3
1379.86	1536.87	1560.31	5126.39
1377.82	1511.89	1694.87	5439.12
1425.69	1595.36	1866.84	5373.31
1535.36	1405.7	1556.25	4103.57
1379.44	1966.82	1693.93	4148.7
1378.8	1542.24	1783.6	4102.15
1594.21	1746.25	1935.04	4043.04
1851.9	1924.63	3469.52	6032.26
1657.04	2169.59	3043.73	5312.47
1980.47	1865.73	2073.75	5242.4
1878.78	1826.26	2585.87	10318.12
1721.03	2184.01	2120.39	8735.01
2028.39	2142.02	3189.64	7726.73
2327.54	10285.41	1052.93	760.06
1552.49	1921.2	2516.27	7321.52
1518.25	2023.36	2494.08	12080.34
1759.18	1986.48	2521.37	12374.24
1605.15	2024.3	1983.79	10725.04
2045.8	2319.91	3102.86	10949.09
1292.91	1719.88	1770.97	7876.23
1302.04	1626.54	1759.03	5294.19
1446.17	2328.51	1891.93	5286.11
1430.18	1804.87	1893.24	9231.28
1350.58	2039.18	1807.02	5773.58
1355.73	1686.58	1955.65	5022.56
1500.56	2048.2	2041.51	9193.44
1224.16	1629.68	1272.03	5208.77
1661.61	1994.56	2248.84	13735.4
1579.43	2341.9	2659.78	13085.7
1519.69	3927.77	1998.6	1872.32
1182.21	1743.87	1647.81	5634.01
1328.63	1760.11	1240.57	9854.81
1394.34	2126.51	1925.77	10677.51
1298.79	2196.04	1646.69	7825.52
1292.79	1762.31	2250.47	13099.7
1408.76	2090.57	1961.99	8576.32
1453.22	1859.15	1753.34	9191.45
1314.23	1889.57	1965.1	6493.33
1474.31	2000.51	1871.98	9212.28
1319.96	1717.44	1745.4	6193.99
1535.28	2027.19	1891.65	12601.13
1382.98	1949.81	1488.93	8218.25
1718.33	2427.39	2583.92	9013.1
1625.77	1722.58	2545.28	5341.43
1680.77	1563.41	1669.02	4408.72
1305.83	1514.52	1762.05	5021.85
1205.51	1524.43	1567.28	4644.45
1328.64	1481.09	1550.6	4338.44
1371.07	1538.98	1915.83	5959.47
873.18	1808.72	927.09	4611.69
1277.29	1490.64	1837.89	7672.58
1381.97	1376.2	1630.72	3044.41
1394.36	1386.98	1963.06	4735.59
1514.27	1445.18	2258.96	5934.27
1249.77	1455.05	2269.28	6689.51
1199.51	1465.32	1822.5	4695.61
1229.76	1656.42	1952.25	5615.0
1217.04	1558.31	1933.85	4609.63
1220.94	1478.57	1470.5	6825.91
1328.9	1602.58	1602.2	3995.04
1308.76	1574.14	1640.2	8151.16
1325.96	1510.75	1676.8	5137.37
1341.52	1401.9	1490.11	5695.06
1313.63	1457.16	2009.62	5134.04
1271.83	1374.15	1352.11	5477.81
1292.08	1649.63	1742.27	5391.6
1262.85	1642.7	2081.79	5352.71
1272.28	1460.98	1931.81	5365.44
1254.98	1466.88	1566.24	4659.26
1343.92	1483.6	1469.26	4866.25
1269.48	1386.21	1554.28	4737.84
1264.56	1353.74	1578.0	4899.23
1148.84	1423.59	1617.69	4814.08
1309.61	1471.37	1446.87	5717.47
1163.75	2299.31	1419.02	1209.42
1148.77	1498.73	1712.64	4827.44
1421.97	1479.93	1712.55	4895.28
1331.83	1609.84	1689.1	8397.0
1361.82	1508.7	2123.22	5283.42
1293.88	1527.58	1731.59	11322.06
1290.82	1378.88	1799.88	4665.14
1235.69	1430.07	1892.22	5715.84
1271.28	1375.78	1568.58	4112.82
1270.93	1288.97	1549.33	5644.31
1459.27	1506.1	1553.17	5089.17
1394.33	1913.77	1619.71	6163.11
