Affx-92047866A	Affx-92047866A.1	Affx-92047866B	Affx-92047866B.1
1613.06	1694.03	2053.19	6809.25
1384.23	1532.52	1516.16	6033.02
1302.48	1605.7	1736.79	7099.05
1380.84	1590.46	1603.98	8230.45
1798.69	2540.01	2395.25	18307.08
1664.44	2003.74	2497.34	11909.97
1467.79	1857.37	2265.05	12003.24
1420.59	1836.8	1692.25	12072.67
1257.88	1811.59	1441.9	9494.83
1386.4	1687.59	1600.32	9224.85
1324.4	1832.21	1456.53	7984.62
1247.99	1889.23	1605.77	10664.22
1278.89	1670.18	1773.93	8959.71
1296.56	1699.77	1819.63	8854.72
1382.09	1821.77	2086.02	8472.05
1585.3	1820.1	2224.79	14605.88
1086.05	1498.01	1340.94	6538.26
1307.68	1743.58	1744.72	10488.24
1301.45	1610.04	1893.87	8531.27
1415.15	1987.23	1811.19	10996.65
1466.26	1815.58	1623.99	9871.56
1263.92	2012.49	1580.87	8856.63
1351.37	1708.38	2206.31	13338.35
1636.39	2079.5	2248.99	10563.42
1383.49	1750.52	1868.98	11658.06
1298.15	1775.77	1683.32	7549.11
1342.75	1809.96	1665.97	9968.0
1415.47	1784.11	2479.06	15641.79
1345.31	2260.55	1890.84	11748.31
1292.12	2111.32	1578.4	12221.17
1240.15	2036.09	1312.8	7821.61
1105.75	1847.0	1774.06	8188.07
1278.16	1988.12	1714.6	12693.1
1123.81	1696.44	1348.62	10973.97
1538.64	2151.52	1762.08	10593.67
1347.79	2000.29	2147.86	10334.58
1362.72	1942.09	1592.01	10465.99
1447.47	1838.16	2012.62	9156.55
1377.02	1980.8	1778.09	12339.54
1581.67	2124.3	1943.62	13398.71
1416.43	1980.3	1584.17	9787.67
1343.4	1752.18	1647.32	12128.4
1358.73	2077.23	1553.91	12767.85
1279.92	1977.46	1535.48	8738.17
1284.82	2013.62	1475.11	8197.21
1313.86	2164.95	1629.28	11696.32
1293.94	2161.74	2139.6	10553.34
1331.37	1925.59	1621.52	10570.26
1298.52	1622.05	1686.32	11794.44
1523.48	2027.14	2069.77	11425.85
1525.72	1782.71	2057.52	10383.7
1373.09	1829.87	1470.02	11244.58
1314.24	2189.82	1793.72	12041.91
1325.48	2205.67	1560.34	8086.4
1248.1	1829.1	1924.8	8760.04
1243.92	1840.24	1323.58	13002.32
1350.42	1822.34	1810.84	10114.65
1308.48	2008.67	1913.78	13256.13
1393.8	1853.4	1585.07	11417.73
1522.73	1831.8	1683.78	13067.38
1792.6	2117.73	2454.43	18113.81
1399.92	2052.35	1935.87	12931.12
1414.48	1869.7	1424.94	12529.19
1480.93	1843.93	1966.71	11696.75
1348.39	2027.52	1886.01	12184.93
1357.15	1991.27	1582.52	9578.91
1368.63	1921.81	1757.98	7309.75
1463.8	1862.35	1643.95	11968.67
1368.18	1918.93	1757.29	11685.87
1339.66	1892.83	1682.74	9698.89
1391.12	2222.14	2009.43	12531.4
1469.83	2028.42	1724.32	11866.17
1719.01	1916.9	2346.02	16159.69
1510.98	2364.1	2337.06	12598.59
1558.87	1959.38	1776.26	9217.61
1532.57	1975.01	2096.54	10778.44
1368.82	1863.19	1646.84	13945.99
1308.11	2070.21	1679.72	8309.4
1440.05	2086.3	1996.13	8886.71
1303.94	1654.49	1616.09	15112.58
1641.59	2086.04	1726.26	18294.73
1354.49	1684.08	1509.96	11336.38
1461.64	1924.98	2462.61	12254.94
1561.36	2242.31	2263.67	14835.77
1378.33	1902.34	1883.93	11220.61
1382.07	1993.36	1805.6	12542.2
1270.12	1622.22	1334.92	11576.68
1299.15	1849.82	1572.38	10894.81
1424.57	1906.74	1748.43	8535.28
1478.53	2036.0	1779.77	8602.96
1393.59	1757.63	1734.28	10961.61
1296.61	1881.41	1855.25	10018.49
1445.52	2025.62	2001.57	12045.32
1844.44	1907.48	2964.83	12671.81
1450.57	1649.91	2055.66	8423.39
1497.33	1552.51	2190.96	9552.73
1527.56	1760.54	2218.53	9024.85
1674.26	1690.01	2003.56	7698.11
1526.16	1725.05	2140.44	7995.29
1394.31	1787.54	1956.86	7492.49
1486.93	1802.91	2269.23	7683.61
1559.87	1608.24	2212.69	7914.26
1632.35	1998.22	2242.19	11390.03
1586.86	1676.66	1889.69	6974.01
1663.62	2034.23	2391.1	13117.66
1477.51	1949.77	2175.88	5883.48
1515.05	1731.11	2262.94	8482.57
1501.13	1856.25	2092.62	6319.74
1586.11	1739.46	2377.18	8234.18
1556.82	1583.74	1630.02	7107.01
1643.45	1839.51	1914.36	6974.77
1624.83	1814.98	1840.35	7263.51
1400.31	1864.95	2247.64	11265.11
1654.72	1972.16	2182.0	9021.68
1758.22	1716.1	2479.44	7748.98
1527.4	1812.25	1731.62	7808.41
1480.16	1516.87	2271.87	8073.51
1519.55	1848.22	2115.2	12547.33
1374.88	1854.49	1916.65	5680.92
1399.27	2024.16	2090.01	7212.8
1463.56	1693.57	2256.39	9917.36
1410.41	1769.76	2056.69	9980.31
1454.56	1887.18	2088.53	9386.58
1405.17	1835.74	2109.49	6265.03
1451.49	1750.92	1891.5	6456.42
1512.72	1891.14	2291.54	8062.99
1515.05	1900.17	2286.19	6848.38
1486.35	1979.06	2297.03	8130.25
1610.61	1927.02	1837.99	8276.41
1554.18	1855.18	2054.79	7028.59
1433.18	1618.86	2209.2	8526.23
1633.92	1749.2	2075.83	10548.57
1432.11	1679.72	1896.52	9151.9
1471.53	1591.13	1622.06	6813.29
1317.86	1740.14	1911.35	7755.58
1427.68	1752.64	1852.99	6311.54
1569.0	1872.2	2207.22	10230.42
1670.26	1690.51	2005.94	8789.83
1610.67	1695.39	2125.54	6798.05
1174.36	1438.67	1613.16	5825.82
1644.66	1901.63	2023.58	7172.32
1451.79	1711.6	2090.75	7061.48
1368.24	1732.8	1865.74	6051.74
1454.77	1617.6	1874.9	8213.93
1387.69	1664.42	1967.05	13018.82
1452.64	1618.64	1813.04	8041.19
1500.87	1676.87	1803.17	7101.26
1540.0	1814.03	1920.84	6649.16
1796.79	1978.7	2204.01	7629.03
1539.98	1863.43	2152.78	7131.65
1625.17	1768.44	2305.26	7560.31
1510.89	1852.1	2210.84	8611.19
1494.91	1664.99	1802.0	5485.12
1528.41	1661.59	2109.06	8094.03
1323.2	1583.8	1790.04	7796.49
1558.85	1732.15	1619.92	6911.26
1281.66	1669.44	1963.58	5300.84
1437.66	1547.85	2000.06	7214.27
1559.87	1554.64	1863.71	7009.42
1585.28	1987.54	2157.71	8124.84
1448.11	1857.96	2040.81	6007.09
1581.42	1698.95	2179.87	8727.85
1299.28	1756.46	1898.04	6311.27
1454.14	1659.01	2059.01	12829.52
1534.51	1703.01	1712.01	9439.46
1503.86	1924.98	2002.4	7737.03
1391.78	1699.61	1691.0	5978.2
1449.78	1759.86	2068.43	8519.54
1701.86	1710.52	1903.89	6973.59
1520.33	1695.96	2031.49	8886.64
1450.5	1638.61	1851.01	7273.32
1928.86	2093.06	2449.93	7147.43
1317.14	1731.13	1914.07	8051.43
1363.12	1629.47	1460.32	5364.84
1392.79	1627.09	1702.54	6274.56
1377.05	1721.49	1943.17	7241.95
1339.89	1632.88	1563.89	7077.0
1368.73	1727.18	1825.36	6785.5
1472.22	1751.49	1706.53	7744.8
1347.92	1905.83	1720.83	5652.73
1594.96	1774.89	2080.19	7765.11
1399.26	1536.44	1733.47	6491.98
1709.36	1855.18	1990.69	8204.62
1683.56	2297.12	2457.86	7248.73
1284.88	2435.53	1698.34	5410.79
1588.23	1928.81	1923.48	6792.72
1425.13	1949.43	2488.11	5955.28
1374.35	2059.19	1766.99	5547.06
1286.87	1768.31	1696.21	5848.91
1460.7	1699.52	2015.08	5114.99
1502.54	1999.07	1720.69	5855.9
1282.91	1722.92	1872.35	8225.7
1513.11	1992.54	1903.63	5601.6
1489.14	1859.57	1497.26	4578.7
1677.32	2114.87	2577.72	6127.52
1444.8	1993.17	2368.17	7949.7
1518.11	2003.64	2002.96	9380.53
1527.59	1971.05	2163.5	6248.5
1529.72	2235.2	1841.59	7855.91
1612.31	2033.57	2441.95	6169.71
1517.95	2056.77	2183.1	6964.11
1409.93	1865.71	1916.67	6041.84
1461.45	1828.86	1923.34	5505.9
1636.32	1961.99	2277.21	8183.43
1805.11	2007.31	1738.37	7003.32
1725.12	1944.55	2186.71	6535.33
1706.94	2587.6	2437.2	8073.41
1607.14	2016.49	2534.97	14738.75
1501.43	1766.79	2142.29	7122.78
1482.27	2233.32	2050.42	8467.09
1383.46	1907.74	1544.57	4906.02
1579.18	1995.64	2364.95	9183.88
1834.28	2218.44	2926.43	5931.61
1808.84	2188.06	2424.83	9132.76
1846.74	2142.91	2228.25	10399.47
1740.44	2140.08	2552.77	7335.57
1700.22	2367.54	2750.96	7531.89
1631.0	2388.12	2203.0	11027.63
1668.8	1959.47	2371.8	4962.37
1605.52	2587.58	2110.47	6462.1
1503.76	2018.99	1778.53	6866.96
1376.06	1930.99	1337.0	8041.06
1446.76	2038.91	1903.14	7158.63
1425.43	2115.77	1536.59	7994.35
1631.21	1920.18	2011.87	5397.28
2139.78	7606.99	1214.66	914.36
1431.89	2090.69	1819.91	8440.52
1421.26	1949.2	2081.31	6142.88
1440.28	1999.83	1971.45	7483.98
1684.54	1949.89	2310.84	7904.91
1477.19	1931.26	2099.59	10477.24
1583.42	2115.04	1946.03	9694.81
1632.26	2183.74	1877.63	8177.96
1533.25	2039.39	1757.11	5691.12
1527.91	2147.22	2488.74	11446.47
1420.58	2284.54	1720.39	6069.17
1455.75	2095.61	2232.02	5737.77
1705.45	1887.24	2373.68	12340.88
1500.51	1802.04	2084.33	7719.39
1690.32	1914.14	2007.36	5801.53
1655.9	2111.16	2426.64	9824.62
1730.06	2034.49	2518.8	9448.0
1914.06	2076.22	3031.2	6897.72
1597.36	2159.48	2165.56	9496.26
1464.09	1895.01	2193.21	6700.11
1489.95	2094.23	1872.44	8147.83
1680.93	1932.06	1998.43	4905.56
1500.08	2024.72	1475.89	7179.97
1437.92	1787.43	1966.67	5459.82
1414.77	2333.72	1992.07	7618.31
1305.15	1899.56	1421.87	6816.66
1599.24	2097.32	2407.5	11121.58
1399.12	2256.56	1617.8	7335.39
1372.6	2091.78	2388.55	6334.51
1566.65	1911.56	1951.9	8215.63
1704.64	1872.56	2044.37	12074.64
1525.42	1818.64	2112.41	6604.57
1451.47	1968.93	1930.18	9785.69
1314.88	1672.32	1532.6	7581.58
1389.06	1846.79	1867.6	8991.72
1297.55	1935.56	1787.4	8839.62
1544.03	1902.58	1655.66	6369.38
1577.83	2159.15	2611.69	7209.94
1707.2	2331.61	2125.34	9928.36
1381.64	2006.47	1784.79	5493.89
1570.59	1863.73	1924.64	5500.05
1468.47	1856.97	1930.24	9459.04
1532.77	2121.03	2167.98	8380.87
1479.16	2025.99	1987.67	6831.26
1288.23	1720.56	1820.56	7407.09
1301.91	1943.27	1991.64	7624.47
1620.98	1816.37	2354.44	5436.76
1750.35	2002.76	2147.98	7243.36
1516.13	1825.02	1628.15	5319.65
1792.24	1915.54	2340.96	8811.62
1430.65	1715.35	2050.92	5630.19
1299.25	1608.94	1750.56	7048.33
1362.11	1952.31	1726.68	7095.68
1308.73	1699.26	1813.06	8351.07
1427.39	1720.26	1789.85	8416.49
1463.61	1942.17	2027.19	6048.69
1398.72	1844.38	1988.5	7391.65
1471.06	1743.43	1770.86	7843.73
1266.8	1754.93	1852.05	6526.77
1344.93	1745.6	2079.68	8434.37
1399.83	1922.03	1944.12	6502.02
1359.79	1831.19	2212.86	10437.34
1428.0	2163.74	1844.81	6815.77
1220.38	2002.51	1808.04	7894.36
1361.0	1891.63	1925.22	7451.78
1195.36	1676.45	1901.59	8347.61
1352.03	1916.69	1868.38	7366.22
1385.21	1717.79	1430.86	10106.0
1469.85	1625.79	1927.35	14075.38
1695.04	2482.11	2056.73	8333.82
1460.48	1714.48	1843.21	10652.84
1136.59	1958.29	1500.66	7811.56
1473.45	1768.05	1799.2	8863.0
1501.93	1761.57	1941.28	9318.13
1233.48	1666.48	1461.25	7967.41
1283.04	1960.85	1280.34	7783.31
1191.82	1547.98	1509.46	8282.49
1228.34	2038.02	1678.52	10288.23
1222.8	1652.2	1646.86	7591.79
1190.32	1793.47	1556.53	8157.15
1362.48	1872.11	1584.15	5971.44
1353.79	1790.59	1848.2	8035.62
1455.87	1734.02	2164.11	6335.25
1259.01	1708.53	1870.13	9564.04
1301.02	1993.7	2165.4	7508.92
1194.98	1906.23	1421.97	6247.28
1325.45	2141.94	1829.3	9458.53
1304.44	1781.03	1462.86	8176.79
1305.66	1992.19	1622.99	8015.55
1404.12	1924.56	1882.17	9157.37
1330.57	1996.25	1557.57	8406.79
1309.25	1753.39	1628.47	8805.29
1477.74	1843.4	1788.08	7647.74
1388.45	2044.35	1910.95	8486.15
1466.98	1873.79	2192.12	8582.65
1215.48	2021.44	1777.36	8877.27
1278.4	2186.95	1679.1	7411.83
1302.09	1957.32	1494.47	8674.01
1273.49	1703.3	1741.91	7552.11
1093.09	1908.45	1733.92	10623.23
1281.17	1718.13	1917.4	12793.93
1152.42	1800.98	1810.93	7886.68
1313.31	1900.47	1483.94	9134.6
1503.47	1888.46	2149.42	8012.34
1362.07	2049.12	1426.9	7751.18
1433.24	1637.94	2094.51	6335.53
1203.32	1668.5	1807.9	6661.89
1370.57	2100.54	1837.66	7258.15
1367.31	2150.27	2202.44	9439.48
1269.65	1863.67	1633.37	8156.08
1277.83	1650.02	2083.14	9235.52
1216.03	1777.65	1428.55	8221.77
1316.63	1955.86	1747.53	8554.46
1166.59	1792.73	1384.41	8658.7
1141.92	1799.25	1572.85	6191.31
1273.21	1942.45	2152.93	6356.44
1439.36	1712.89	1504.51	10190.65
1468.9	2032.61	1849.23	8155.2
1333.48	2008.22	1595.28	7101.37
1385.48	2051.66	2048.16	8473.63
1347.25	2250.82	1621.95	7111.66
1244.82	1901.23	1826.58	8045.96
1314.01	1950.52	1901.0	7711.93
1358.87	2042.53	1593.26	6754.01
1132.85	1683.55	1355.73	9119.55
1344.2	1959.24	1720.76	6370.36
1255.73	1907.29	1604.93	7789.51
1269.84	2147.54	1638.73	6291.36
1759.66	2157.01	2372.41	9124.83
1618.09	2149.77	1747.63	6605.57
1339.91	1728.93	1476.25	7779.61
1339.78	1948.97	1901.06	6152.96
1317.75	2079.39	1468.4	7744.06
1355.22	1804.38	1511.58	6728.05
1439.08	1825.74	1594.45	7944.39
1212.63	1989.76	1938.92	9211.66
1370.94	1992.82	1464.49	9222.49
1377.72	2110.58	1831.06	6672.95
1242.28	1851.12	1373.78	6528.63
1180.81	1629.1	1423.31	7285.33
1476.22	1962.35	1670.96	5751.21
986.9	1812.61	1246.57	8054.27
1166.09	1720.8	1292.63	5037.15
942.77	1543.5	1197.97	4786.38
1050.44	1873.92	1271.06	6129.19
1072.63	1704.62	1157.56	4170.89
1130.33	1722.44	1277.84	4485.56
1076.66	1617.82	1213.08	4985.5
1194.15	1607.09	1177.07	5180.39
1030.76	1754.12	1192.18	5084.59
1011.03	1656.36	1347.06	3680.88
936.43	1889.46	1045.18	4965.22
1175.94	1718.29	1234.9	5500.4
1085.02	1748.64	1251.91	6213.68
1046.24	1852.38	1583.74	5318.48
1228.02	1773.33	1453.91	5179.66
1020.6	1819.12	1212.47	6309.03
1032.3	1741.28	1096.27	4392.12
1044.16	1823.91	1064.33	4262.39
1219.66	1548.73	1200.66	6467.08
1201.9	1606.58	1197.01	5164.16
979.21	1725.52	1247.87	4950.14
1037.98	1569.23	1096.88	5298.81
1193.77	1793.16	1325.65	5483.11
1255.88	1706.23	1352.13	3907.62
1245.47	1545.96	1312.8	6996.71
1190.4	1924.26	1232.65	6299.39
1141.99	1786.8	1243.56	4825.16
1157.98	1619.64	1224.37	5014.85
938.6	1969.0	1318.5	8035.95
1023.28	1826.23	1044.82	6621.16
860.52	1747.5	924.04	5616.59
1120.23	1789.17	1242.63	4661.78
1049.78	1687.17	1228.43	6001.06
998.45	1720.86	1239.85	4120.71
1095.19	1595.03	1217.51	4099.61
1354.03	1938.7	1948.35	8650.38
1108.79	1611.64	1271.98	6996.12
1154.29	1631.86	1085.36	4661.76
1162.5	1812.4	1182.74	7665.36
1003.97	1576.76	1161.64	5374.24
1159.62	1544.37	1086.68	4989.42
1171.4	1856.84	1269.32	7673.37
1178.98	1588.32	1376.06	4897.11
1076.93	1537.66	1161.35	5486.14
1195.66	1514.5	1119.39	5194.08
1181.3	1447.6	1270.63	6694.29
1210.4	1592.21	1394.09	4955.67
1293.3	1591.27	1422.18	5081.8
1107.93	1718.93	1165.06	6652.63
1197.52	1612.42	1271.24	7350.74
1222.71	1584.44	1348.31	5890.13
1124.61	1757.03	1045.89	5616.43
1243.96	2085.72	1448.12	7750.4
1023.58	1579.45	1055.37	4616.34
975.37	1551.8	1210.02	6023.26
936.27	1653.9	1306.73	5460.94
1010.1	1653.67	774.91	8637.15
1151.14	1658.55	1250.46	4757.38
1197.57	1781.03	1670.63	4948.01
1027.26	1845.48	1244.46	7694.18
1071.2	1866.65	1311.28	5444.22
957.87	1634.98	982.25	5494.7
1096.82	1836.82	1237.32	6760.97
1127.73	1707.67	1045.91	6049.72
1088.24	1740.83	1326.35	5006.11
1147.38	1656.72	1193.76	4469.44
1032.23	1606.28	1215.02	6899.17
997.86	1961.43	1281.33	5686.5
1078.79	1683.78	1199.32	6976.75
1151.13	1637.08	1603.11	5325.0
1052.58	1858.75	1273.68	7677.18
1138.91	1815.99	1275.53	5394.99
966.5	1745.91	1233.43	5782.97
1231.85	1966.04	1399.95	7374.86
1136.66	1661.84	947.89	6751.24
1251.77	1657.42	1482.85	6131.26
1209.37	1645.05	1251.34	5375.09
904.5	1700.2	1410.03	6434.04
999.36	1424.05	1111.09	5108.77
1171.66	1751.17	1377.71	5129.39
1056.14	1522.98	1422.94	4162.52
1128.63	1965.29	1570.02	9462.8
1002.38	1556.09	1407.44	6002.28
1023.03	1594.19	1275.43	4742.23
1154.34	1698.51	1401.94	6743.31
1107.28	1762.06	1207.14	5694.17
912.77	1799.96	1235.51	5713.93
1055.65	1575.8	1153.91	4761.95
1144.46	1708.75	1292.18	8726.21
1011.9	1786.99	1107.77	4564.02
1131.73	1565.75	1313.55	5194.92
1081.81	1697.4	1516.25	4544.32
979.15	1997.11	1538.95	5970.75
1212.18	1539.02	1476.18	8567.14
1677.64	1667.04	2093.32	9907.65
1434.77	1622.49	1877.08	7733.12
1343.76	2121.03	2126.4	6714.62
944.65	2011.4	1435.13	7592.29
1368.89	1679.77	1869.88	7174.29
1368.12	1875.6	1092.35	9158.44
1371.71	1898.81	2026.44	6521.81
1323.35	1667.27	2214.68	8684.81
1243.74	1909.66	1846.78	5934.64
1286.22	1993.06	1573.51	6028.24
1453.46	1710.42	1593.58	7790.83
1303.99	1693.15	1526.74	7901.24
1217.34	1695.89	1747.28	3904.33
1307.11	1913.16	1612.6	8191.55
1279.89	1531.22	1385.09	7884.11
1366.98	1742.24	1747.37	10774.8
1419.66	1852.85	1743.03	9302.95
1429.86	1663.95	1451.67	6031.11
1509.11	1764.41	1703.49	7383.96
1471.92	1787.9	1752.35	7464.72
1791.35	2068.22	2231.85	9028.4
1199.25	1804.95	2148.36	8427.58
1214.46	1655.88	1721.44	6688.0
1320.28	1753.55	1644.76	6438.86
1211.11	1886.33	1548.31	5546.18
1347.93	1889.63	1639.9	6003.63
1149.3	1778.53	1556.55	7102.24
1193.71	1849.65	1471.33	6589.02
1189.5	1734.7	1488.94	8303.88
1170.33	1644.42	1478.26	7802.05
1339.32	1823.31	1555.86	6140.75
1303.7	2632.67	1533.91	1305.42
1534.74	1758.62	1708.39	5896.79
1379.38	2014.77	1606.34	8788.74
1257.15	1727.31	1682.53	7664.46
1182.88	2737.36	1587.15	1344.74
1387.66	1708.93	1613.71	6895.74
1232.21	1745.73	1443.43	5682.26
1144.92	1723.76	1332.6	7302.48
1163.74	1808.69	1315.37	7072.56
1385.37	1663.46	1524.08	5704.85
1267.94	1722.72	1401.53	8348.33
1285.67	1734.74	1425.83	8065.35
1312.07	1785.93	1825.41	9263.63
1589.13	1670.55	2032.01	7306.64
1461.94	1483.62	2050.72	4605.3
1172.49	1662.26	1221.01	7978.48
1180.18	1776.23	1742.76	7466.73
1367.71	1747.39	1640.51	6346.35
1164.3	1680.39	1389.32	5165.66
1150.9	1755.63	1590.13	8211.95
1265.8	1666.52	1418.47	9038.82
1315.66	1922.32	1469.85	7741.42
1232.08	1809.65	1358.96	7814.26
1210.38	1708.17	1739.27	7148.33
1412.66	2005.75	1504.58	7753.44
1433.44	1839.54	1758.82	5672.14
1234.77	1698.33	1594.09	7342.37
1081.11	1881.37	1726.77	5789.25
1301.44	1819.71	1677.05	5771.66
1099.98	1611.09	1289.3	6687.7
1260.25	1678.14	1626.19	6721.86
1348.29	1674.65	1493.19	8295.52
1386.84	1736.44	1372.32	5225.39
1330.71	1538.54	1382.1	6591.92
1278.49	1670.94	1631.05	6014.67
1486.46	1898.56	1767.88	5825.79
1728.05	1711.42	1899.83	6428.17
1329.74	1684.77	1770.7	6316.39
1290.7	1699.73	1520.33	3234.78
1226.66	1716.83	1667.6	4937.21
1284.05	2119.8	1747.21	6480.64
1252.48	1849.46	1706.32	5866.48
1295.02	1618.83	1557.57	5976.05
1300.04	1697.94	1350.59	6060.53
1337.22	1640.28	1700.6	7412.61
1358.08	1774.32	1772.96	7082.81
1330.76	1832.52	1868.78	7896.25
1293.78	1704.74	1809.53	6742.23
1304.21	1900.67	1833.47	6855.29
1275.58	1566.37	1791.91	7480.05
1302.03	1658.39	1612.51	6735.75
1363.19	1554.49	1548.71	4606.46
1282.12	1896.62	1415.85	5272.14
1139.12	1693.78	1702.3	5152.8
1249.7	1702.3	1574.41	6851.33
1398.02	1661.04	1626.05	3941.81
1355.11	1695.29	1664.39	6202.46
1297.64	1599.64	1599.53	5577.38
1389.81	1775.16	1814.93	5761.19
1347.6	1756.72	1514.93	8769.77
1325.33	1916.07	2241.94	11444.89
1761.45	2119.62	2911.74	8928.75
1561.57	2071.22	1904.83	9328.14
1722.08	2091.14	1921.16	11645.99
1714.73	1950.81	2058.41	9340.18
1487.64	1797.48	1717.54	13619.2
1591.74	2072.56	2190.92	7576.73
1280.64	1830.06	1891.48	8175.45
1710.35	2021.59	2447.01	11963.49
1671.8	1898.85	2558.78	10629.31
1781.77	2448.24	2622.06	13998.94
1609.42	2077.95	2523.72	14304.8
1482.72	2264.3	1984.65	8437.25
1371.3	2409.98	1564.98	10097.94
1566.81	1927.38	1969.48	9989.47
1391.93	2184.51	1692.01	10070.26
1456.38	1863.12	1650.66	9177.24
1399.91	2177.61	1590.83	7842.76
1523.07	2051.73	1800.45	8636.53
1431.52	1919.7	1897.33	11110.43
1493.85	2230.52	2006.49	14325.08
1525.44	2002.79	1894.6	9757.79
1765.59	2191.7	1840.18	14330.25
1870.18	2109.37	2346.36	11411.38
1476.91	2162.43	1879.08	9388.26
1545.61	2086.46	2084.03	8739.28
1271.63	2049.45	1574.61	7243.7
1422.01	2020.85	1615.22	9748.67
1323.4	1868.34	1422.23	11998.18
1614.12	2208.93	1471.37	9469.01
1552.9	2058.59	2018.12	11302.0
1402.2	2383.05	2239.8	11711.18
1820.14	1939.45	1394.33	10568.59
1414.48	2049.26	2120.54	10908.02
1669.04	2019.41	2454.81	11446.32
1965.23	2307.42	2437.71	7121.34
1672.97	1995.1	2169.07	11528.5
1670.14	2037.01	2188.08	7911.06
1291.92	2118.56	1626.98	10271.37
1381.36	1928.26	1669.85	10954.36
1366.15	2225.85	1503.11	7415.28
1521.58	1890.86	1689.76	12079.6
1576.37	2382.56	1912.93	9842.49
1664.08	2349.55	1714.66	8643.01
1644.94	2058.1	2515.23	13586.38
1661.54	1931.85	2197.18	12578.61
1755.26	2031.47	2488.5	8190.01
1490.29	1830.06	1719.07	10461.63
1462.51	2020.37	1891.95	9764.3
1323.59	2599.04	1495.12	2109.44
1435.4	1850.59	1477.57	6837.71
1375.72	2565.41	1379.01	14464.33
1419.65	1942.1	1795.43	7975.62
1210.04	2628.12	1226.46	2040.81
1587.26	2077.86	2282.25	13621.77
1473.22	1840.0	1991.69	11465.72
1699.09	2025.62	2231.22	11705.76
1675.68	2434.74	2085.65	8619.57
1457.97	2006.63	1740.13	11026.86
1540.16	2149.32	2098.67	10497.69
1743.14	2340.24	2226.02	11203.51
1492.13	2190.63	1703.98	9096.18
1368.24	2178.58	1619.47	9806.5
1320.88	1976.06	1772.95	13238.01
1505.0	2268.17	2000.15	11548.86
1455.41	2912.2	2267.11	1681.12
1428.65	2071.57	2320.24	14928.2
1758.35	2030.85	2425.09	8501.44
1446.28	1956.0	2126.82	11268.08
1579.55	2391.58	1957.9	14956.86
1270.32	2254.96	1826.1	11593.87
1396.28	1931.61	1765.91	7904.06
1596.84	2037.24	2231.85	8986.12
1584.04	2078.74	1555.13	10967.39
1537.82	1946.86	1907.98	10603.37
1649.72	1767.51	1675.15	10773.52
1670.29	2203.63	2011.89	10362.25
1900.36	2211.34	1588.97	14625.42
1756.28	2207.27	2364.04	10415.88
1473.63	1615.42	1659.13	10590.8
1719.75	1850.41	2277.46	9532.0
1614.72	1877.42	2111.15	8503.35
1550.35	2112.05	2042.39	7673.22
1617.06	2139.0	1693.9	8182.93
1663.55	1979.44	1793.0	7070.97
1487.63	2170.06	1843.46	14950.56
1656.31	1935.96	2151.27	9550.53
1691.87	2253.64	1995.16	9529.27
1598.25	2134.31	2099.59	10006.68
1915.83	2209.21	2142.61	13590.77
744.02	1659.09	1109.85	6126.43
1096.5	1642.96	1364.51	6250.44
963.3	1517.09	1536.89	7921.36
970.62	1488.01	1830.64	7531.12
1112.59	1454.7	1550.88	6442.41
1413.29	1695.45	1987.08	5527.25
1303.98	1695.11	982.61	16172.06
1274.76	1625.5	1529.69	9966.98
639.65	1641.04	904.88	5872.69
719.2	1741.8	1412.04	7395.4
1193.97	1909.83	1831.46	10798.56
907.79	1510.44	1433.6	6148.29
1058.54	1926.83	1628.22	7026.91
933.35	1603.5	1470.21	4252.38
1240.1	1656.6	1462.8	5067.64
1162.32	1618.3	1625.56	5353.21
1345.99	1709.76	1618.86	10383.45
1332.81	1761.8	2006.08	8302.52
1113.7	1789.39	1500.86	4748.57
1137.59	1743.04	1011.96	13357.22
1201.64	1608.29	1354.35	7423.94
1411.63	1536.22	2207.43	7375.95
1015.61	1478.68	1585.08	4737.38
1086.59	1537.9	1832.49	6177.09
1073.79	1313.89	1615.42	7242.49
1144.12	1718.47	1744.06	5380.29
1070.87	1545.31	1839.3	5647.15
1361.15	1794.39	2112.66	6847.34
1312.4	1495.01	1818.38	6192.68
1189.18	1687.46	1793.79	8142.89
1181.23	1708.18	1620.99	7816.44
1269.91	1705.77	1788.6	7259.56
1373.43	1680.49	2035.48	5666.75
1190.82	1896.23	1864.62	6620.48
1051.78	1842.24	1826.63	7416.68
1213.44	1605.58	1599.87	5364.1
1276.74	1640.38	1257.51	4054.1
1201.65	1833.97	1621.75	7278.8
1234.83	1855.8	1710.56	7333.83
1269.57	1670.56	1694.69	7195.47
1320.17	1744.15	1659.07	7923.39
1333.72	1754.71	1535.62	5098.63
1133.77	1604.98	1550.0	9154.98
1276.8	1699.43	1396.13	8384.6
1140.54	1722.52	1752.33	6825.22
1383.83	1855.4	2063.37	6628.24
1041.76	1661.4	1911.95	6870.6
1121.64	1728.39	1641.26	6830.2
1119.14	1454.17	1507.19	6593.85
1220.04	1763.01	1854.71	8639.11
1182.49	1737.63	1900.81	5096.51
1422.48	1951.62	1843.85	9528.08
1243.88	1791.43	1724.29	6768.04
1177.41	1797.66	1530.41	8105.82
1342.92	1989.65	1957.29	7127.0
1349.67	1883.82	1786.28	6489.36
1345.81	1827.53	1954.59	5952.72
1143.24	1838.27	1783.45	6134.3
